gene_id	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000037042.9	0.99337	0.99882	NA	NA	0.99643	NA	NA	0.97904	NA	NA	0.97541	0.98711	NA	0.99297	0.99784	0.0	0.98426	0.98823	0.99359	0.97805	0.99114	NA	NA	0.99749	0.99462	0.9956	0.99412	NA	0.99824	0.9828	0.99487	0.98294	NA	0.99211	0.99373
ENSG00000037757.14	0.97204	0.0	0.95796	0.97636	0.98806	0.99255	0.99385	0.98102	0.98322	0.98443	0.97454	0.89698	0.95114	0.96882	0.98064	0.98394	0.93187	0.96886	0.98601	0.98181	0.96515	0.99412	0.99241	0.98749	0.99083	0.97959	0.98925	0.96498	0.96798	0.94558	0.97887	0.97709	0.93877	0.97868	0.99047
ENSG00000039987.7	NA	0.99612	0.81147	0.99797	0.99861	NA	0.99946	0.98838	NA	0.99696	0.99853	0.99102	0.9985	0.98181	NA	0.99898	0.99944	NA	NA	0.99456	0.99741	0.99019	0.98426	0.70315	NA	0.99383	0.99084	NA	0.99502	0.99197	1.0	NA	NA	0.9995	0.99479
ENSG00000041880.15	0.99453	NA	0.99359	0.99855	0.98579	0.9957	0.99881	0.98606	1.0	0.998	0.99605	0.99217	0.99643	0.99644	0.99748	0.99843	0.99116	0.59608	0.99139	0.99299	0.99776	0.98429	0.99757	0.99498	0.98542	0.99293	0.99651	NA	0.99854	0.99896	0.99692	0.99941	0.99737	0.99394	0.97958
ENSG00000043355.12	0.96952	NA	0.93805	NA	0.75907	NA	0.96852	0.98584	NA	NA	0.91533	NA	NA	NA	NA	NA	NA	NA	NA	0.95942	NA	0.95023	0.93841	NA	NA	NA	NA	0.90789	NA	0.92414	NA	0.9686	0.98303	NA	0.97308
ENSG00000044012.4	0.87695	0.87043	0.87562	0.8663	0.88898	NA	0.88459	0.88358	0.8505	0.87396	0.88398	0.89395	0.88609	0.86913	0.88216	0.89701	0.88391	0.87624	0.89561	0.88675	0.87245	0.88074	0.8804	0.87396	0.87956	0.8865	0.87616	0.87576	0.87506	0.85714	0.8806	0.85525	0.88484	0.87682	0.88349
ENSG00000048462.11	NA	NA	0.96188	0.95604	0.9632	NA	0.96256	0.97148	0.95355	0.95591	0.95897	NA	0.9425	0.94234	0.94808	0.95128	NA	0.95028	0.94501	0.96319	0.98056	NA	NA	NA	NA	NA	0.94138	0.93803	0.91121	0.9258	0.95306	NA	0.94309	NA	0.94662
ENSG00000048545.18	0.99717	0.99546	0.99678	0.99593	0.97767	NA	0.99698	0.96049	0.98013	0.99642	0.99775	0.99712	0.98402	0.97521	0.97042	0.99333	0.99708	0.99778	0.99072	0.9953	0.99692	0.98704	0.99667	0.99538	0.9989	0.99771	0.99593	0.9972	0.99776	0.98621	0.99709	0.99733	0.97422	NA	0.99848
ENSG00000053372.5	0.98201	1.0	1.0	1.0	0.99543	NA	0.99273	0.99346	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99192	1.0	1.0	0.99195	1.0	0.99577	1.0	0.9988	1.0	1.0	1.0	0.99881
ENSG00000053438.11	0.99976	NA	1.0	1.0	1.0	NA	NA	1.0	NA	0.99915	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	0.99971	NA	NA	NA	1.0	NA	NA	NA
ENSG00000053501.14	0.85042	0.84596	0.89231	0.8736	0.82228	NA	0.76696	0.91421	0.89796	0.9107	0.80801	0.87436	0.89049	0.78978	0.85687	0.88841	0.8285	0.90952	0.90106	0.81232	0.81322	0.87078	0.78962	0.84	0.78664	0.82183	0.8594	0.86617	0.78295	0.83508	0.89271	0.87397	0.79257	NA	0.79195
ENSG00000054148.18	0.77395	0.66092	0.78743	0.7708	0.75872	0.6614	0.70921	NA	0.7765	0.6941	0.64832	0.67057	NA	0.62591	NA	0.71429	0.80559	0.63408	0.70822	NA	0.67165	0.75224	0.64516	NA	0.69885	0.69962	0.73062	0.87253	NA	NA	0.52241	0.76656	0.66708	0.66174	0.6796
ENSG00000057757.10	0.96212	0.96737	0.98675	0.9697	0.96408	NA	0.96122	0.96613	0.95522	0.97372	0.96646	0.97307	0.96565	0.96919	0.95992	0.95854	0.96691	0.9552	0.96912	0.95613	0.98431	0.97916	0.97658	0.96781	0.95688	0.97321	0.94415	0.98507	0.96413	0.97917	0.96107	0.96274	0.97033	0.97528	0.96257
ENSG00000060491.17	0.99938	0.99701	0.99872	0.99827	0.9998	NA	0.99968	0.99892	1.0	1.0	0.99953	1.0	0.99631	0.9953	0.98669	1.0	0.99897	0.99834	1.0	0.99727	1.0	0.99819	1.0	1.0	0.99932	0.9949	1.0	0.99974	0.99301	1.0	0.99137	0.99504	1.0	NA	1.0
ENSG00000061492.12	0.99581	0.99723	0.99806	0.99773	0.98132	NA	0.99796	0.99735	1.0	0.99809	0.99469	0.99817	0.99778	0.99891	0.99485	0.99582	NA	0.9996	0.99898	0.99085	0.98947	0.98817	0.99741	NA	0.99829	0.99772	0.99869	0.99581	0.99891	0.98483	0.99249	0.99917	NA	NA	0.99613
ENSG00000061656.11	0.96941	0.0	0.99044	0.97393	0.97422	NA	0.97043	0.98217	0.98228	0.96272	0.95563	0.96	0.96887	0.94381	0.94446	0.95918	0.97776	0.94405	0.97379	0.95735	0.95734	0.97689	0.96538	0.98068	0.96649	0.98217	0.95066	0.9562	0.97354	0.97021	0.9569	0.96493	0.95578	NA	0.94609
ENSG00000063322.15	0.99932	0.99578	0.97692	0.98414	0.98874	0.97572	0.98181	0.99573	0.99857	0.99434	0.96537	0.98087	0.97732	0.99313	0.98379	0.99647	0.99748	0.99791	0.98645	0.99459	0.97209	0.99941	0.99935	0.95391	0.98939	0.99813	0.98548	0.99697	0.99618	0.98695	0.98913	0.96551	0.98982	0.97461	0.9976
ENSG00000065518.8	0.96221	NA	0.92869	0.96941	0.96312	NA	NA	NA	NA	NA	NA	NA	0.97425	NA	0.93228	NA	0.96875	NA	NA	0.97039	NA	NA	NA	NA	NA	NA	NA	0.96932	0.96738	NA	0.96325	NA	0.97613	0.94662	NA
ENSG00000066379.15	0.92213	0.93129	0.84821	NA	NA	NA	0.77364	NA	0.85235	NA	0.8779	0.8494	0.8808	0.94894	NA	0.89799	NA	0.96242	NA	0.92171	0.91718	0.9574	0.86512	0.84901	0.91651	0.89397	0.90947	0.92467	0.89644	0.95742	0.87977	0.92754	0.90493	0.89563	0.93675
ENSG00000068079.8	0.97959	0.99065	0.98217	NA	0.98868	NA	0.97458	0.98509	0.98201	0.98374	0.97854	0.98953	0.98602	0.97423	0.98486	0.96943	NA	NA	0.98638	NA	0.94767	0.97736	0.98343	0.97858	0.98832	0.9608	0.98008	0.98241	0.98404	0.98428	0.97188	0.98057	0.97393	NA	0.97412
ENSG00000069482.7	NA	NA	NA	0.98321	0.99369	NA	NA	0.99918	NA	NA	NA	0.99928	NA	0.96937	NA	NA	NA	NA	NA	NA	0.99442	0.97781	NA	NA	0.9972	NA	0.98411	NA	0.99438	0.97784	1.0	0.98294	NA	NA	NA
ENSG00000069696.7	0.94072	0.9317	0.93356	0.93493	0.94614	NA	0.93694	1.0	1.0	1.0	0.93653	0.94519	1.0	1.0	0.96406	1.0	0.93189	0.94856	1.0	0.94763	1.0	1.0	0.96296	0.93561	1.0	0.97012	1.0	1.0	0.95232	0.92172	1.0	0.92503	1.0	NA	0.91964
ENSG00000070388.12	NA	NA	NA	NA	0.98916	NA	NA	0.98718	0.98378	0.98814	NA	0.99406	0.99405	NA	NA	0.99427	NA	0.98306	0.99258	0.99754	0.98812	0.99835	NA	NA	NA	0.97828	NA	NA	0.98841	0.98933	0.99741	0.9922	NA	NA	0.99781
ENSG00000070404.10	0.89265	0.97473	0.96199	0.98055	0.97059	NA	0.8213	NA	0.95862	0.88338	0.93101	NA	0.96903	0.90661	NA	0.91355	NA	NA	0.92253	NA	NA	NA	NA	NA	0.94265	0.91248	NA	0.95247	0.91969	NA	NA	0.95644	NA	NA	0.91414
ENSG00000071859.15	NA	0.98721	0.99167	NA	0.99669	NA	0.98377	0.99312	0.99585	0.99415	0.99182	NA	0.99175	0.98906	NA	0.98693	NA	NA	0.99004	0.99125	0.99369	0.996	0.98966	0.0	0.99199	0.9943	NA	0.98765	0.9922	NA	0.98451	NA	NA	NA	0.99514
ENSG00000073067.14	0.87511	0.94053	0.94983	0.93246	0.92407	NA	0.94187	0.91582	NA	0.88597	0.91238	NA	NA	0.89147	0.96248	0.88641	NA	0.93044	0.90624	0.94565	0.94442	0.85015	0.95618	NA	0.96918	0.95367	0.91404	0.92077	0.89708	0.92149	NA	0.89708	NA	NA	0.94582
ENSG00000073150.14	0.99633	0.99492	0.9935	0.99494	0.99837	NA	0.98989	0.98488	0.99033	0.9954	0.99097	0.99558	0.99116	0.99211	0.99528	0.98995	0.99964	0.99727	0.99357	0.99325	0.99273	0.98974	0.99284	0.98967	0.9955	0.97759	0.9937	0.99474	0.99149	0.99558	0.99275	0.98916	0.9981	0.99971	0.98873
ENSG00000073598.6	0.94673	0.94963	0.94449	0.94425	0.94007	0.93787	0.94747	0.94462	0.94074	0.94375	0.94919	0.9323	0.94675	0.94673	0.94758	0.95111	0.94819	0.93587	0.94784	0.9503	0.94723	0.93659	0.9437	0.95041	0.93981	0.94525	0.94497	0.94723	0.94462	0.95556	0.94523	0.94524	0.9323	0.9432	0.94994
ENSG00000077009.14	0.82387	0.7845	0.85389	0.85352	0.80586	NA	0.82339	0.82177	0.79703	0.83218	0.82865	0.87615	0.81341	0.81328	0.8084	0.81781	0.82388	0.83149	0.86457	0.83452	0.82584	0.86748	0.77458	0.76494	0.79258	0.85392	0.83657	0.83231	0.82504	0.8202	0.7472	0.81489	0.79489	NA	0.78391
ENSG00000078401.7	0.97627	0.98033	0.96804	0.97247	0.96806	NA	0.97706	0.96812	0.97148	0.97345	0.9705	0.97568	0.96462	0.96691	0.97697	0.95575	0.96952	0.97443	0.96044	0.96874	0.96904	0.97332	0.96264	0.97837	0.96132	0.96978	0.96737	0.97149	0.96742	0.96952	0.96264	0.98066	0.96388	0.97032	0.96723
ENSG00000078804.13	0.98888	0.98368	0.99016	0.99809	0.99319	NA	0.99699	0.99586	0.98446	0.99781	0.98944	0.99549	0.99393	0.96679	0.99324	0.98808	0.98991	0.99393	0.98733	0.99231	0.99661	0.99691	0.99123	0.99437	0.99169	0.98439	0.99037	0.99525	0.98848	0.99606	0.9938	0.99136	0.99337	NA	0.98932
ENSG00000080511.5	0.99778	NA	0.96646	0.9841	0.9928	NA	0.98239	0.99041	0.98246	0.98603	0.99195	0.97558	0.99323	0.98768	0.98306	0.99094	0.99849	0.99782	0.98689	0.9918	NA	NA	0.96629	0.99307	0.99487	0.98837	0.98684	NA	NA	NA	0.9934	0.9862	NA	NA	0.98831
ENSG00000081721.12	0.95211	0.97172	0.98756	0.97942	0.93904	0.98044	0.96308	0.95478	0.9779	NA	0.97151	0.98194	0.94444	NA	0.9713	0.92364	0.94649	0.97026	0.96323	NA	0.97189	0.9711	NA	0.95437	0.98236	0.94113	NA	0.97598	0.9565	0.96774	0.95897	0.95617	0.98041	0.96711	NA
ENSG00000083812.13	0.99323	0.99883	0.9998	0.99895	0.99706	NA	0.99807	NA	0.99958	NA	0.99734	NA	0.99624	0.99817	0.99685	0.99639	0.99555	0.99898	0.99773	0.99742	0.99869	0.99729	NA	NA	NA	0.99889	0.99442	NA	0.9994	0.99889	0.99351	0.99963	0.99754	0.99626	NA
ENSG00000083838.17	0.93833	0.90346	0.95375	0.9661	0.95465	NA	NA	0.93053	0.96534	0.94631	0.95179	0.96905	0.96189	0.96439	0.93875	0.96862	0.93858	0.96253	NA	0.95445	0.95715	0.96282	0.93211	0.95208	0.95677	NA	0.93338	0.92882	NA	0.96931	0.9112	0.93723	0.94669	NA	NA
ENSG00000083845.9	0.95361	0.95699	0.9624	NA	0.96553	NA	0.93978	0.94201	0.93424	0.88433	0.95087	0.95737	NA	0.97702	0.94801	0.95796	NA	0.96662	0.95876	0.9434	0.77716	0.97863	0.87593	0.924	0.95038	0.96537	0.94967	0.96954	0.95159	0.96042	0.9404	0.96311	0.94064	NA	0.93722
ENSG00000084207.18	NA	0.8604	0.73591	0.87546	0.84262	NA	0.8229	0.81268	0.84889	0.88994	0.82163	0.84653	0.83756	0.81486	0.83484	0.79932	NA	0.85287	0.79911	NA	0.88521	0.84673	0.83976	NA	0.81461	0.85289	0.7764	NA	0.9207	0.77255	0.89808	0.82759	NA	NA	NA
ENSG00000086159.14	0.97725	0.97826	NA	0.93685	0.9217	0.96614	0.99409	0.98505	0.9595	0.98259	0.9797	0.97796	0.98419	0.95972	0.97711	0.96357	0.98761	0.97965	0.98847	0.97863	0.98743	NA	NA	0.93367	NA	NA	NA	0.9814	0.98206	0.9966	NA	0.98392	0.88756	0.98765	0.95455
ENSG00000086506.3	0.8641	0.8327	0.86528	0.87231	0.88436	0.87576	0.87303	0.86356	0.88973	0.85579	0.87863	0.88152	0.88939	0.85534	0.88251	0.86312	0.86338	0.86346	0.87488	0.88485	0.8585	0.86789	0.85551	0.86148	0.88875	0.87488	0.85606	0.86987	0.86194	0.86692	0.86338	0.88116	0.8673	0.88333	0.86924
ENSG00000087074.9	0.97657	0.99071	NA	NA	NA	NA	NA	0.98338	0.95472	0.98785	NA	0.99661	0.99435	0.98098	NA	NA	0.99002	0.99927	NA	NA	0.98505	0.91596	0.99824	NA	0.99469	NA	0.99055	0.99135	0.98282	0.95137	NA	0.94573	NA	NA	0.99128
ENSG00000087077.14	0.9557	0.96805	0.9241	0.92421	0.96406	NA	0.97498	0.96835	0.96617	0.93716	0.93644	0.94647	0.96298	0.95793	0.9592	0.96881	NA	0.96084	0.94929	0.96536	0.97689	0.95182	0.97966	0.97486	NA	0.94576	0.94581	0.95715	0.96416	NA	0.9641	0.95607	0.96682	NA	0.95019
ENSG00000087086.15	0.92091	0.96544	0.8977	0.90345	0.90638	NA	0.9196	0.8976	0.87558	0.91839	0.89502	0.9104	0.92467	0.91003	0.90253	0.90092	0.91149	0.9295	0.89489	0.9017	0.93415	0.9022	0.89631	0.90805	0.9318	0.90695	0.904	0.93185	0.90515	0.90553	0.94023	0.89808	0.90638	NA	0.9353
ENSG00000087250.9	0.99337	0.97445	1.0	0.99462	NA	NA	0.99661	NA	0.99729	0.99365	0.98556	0.99472	0.97285	0.99005	0.99409	0.9779	NA	NA	0.98026	0.9573	NA	0.99631	0.97175	NA	0.96552	0.98592	0.97568	0.99439	0.90609	0.97733	NA	0.94622	NA	NA	0.99435
ENSG00000087510.7	NA	0.98328	NA	NA	0.98638	NA	0.98561	NA	0.89153	1.0	NA	0.98681	0.98056	NA	NA	NA	NA	NA	0.98269	0.98539	NA	NA	0.98229	0.99258	NA	0.99782	NA	0.98054	0.98289	NA	NA	NA	NA	NA	0.97942
ENSG00000088320.4	0.97608	0.9988	0.96325	0.96384	0.9753	NA	0.96847	0.97728	0.9747	0.97831	0.9992	0.97651	0.96651	0.9761	0.97556	0.9759	0.95542	0.99799	1.0	0.97518	0.96887	0.99914	0.9988	0.98916	0.98232	0.97681	0.97446	0.96104	0.99897	0.99398	0.98133	0.97389	0.9738	0.97181	0.98735
ENSG00000089220.5	0.99101	0.97351	0.99212	0.9861	0.98086	NA	0.99033	0.97408	0.99247	0.97265	0.99396	0.99028	0.97546	0.99517	0.98817	0.99223	0.97767	0.97783	0.96781	0.99502	0.98199	0.97808	0.97788	0.98897	0.99475	0.98931	0.9669	0.98972	0.98336	1.0	0.98986	0.97891	0.97787	0.99497	0.98403
ENSG00000089692.9	0.90616	0.98838	0.95677	0.98432	0.86369	NA	0.9738	0.9538	NA	0.92868	0.97181	0.93715	NA	0.90973	NA	NA	NA	0.94358	0.98928	NA	0.95069	0.87813	NA	NA	0.95096	0.99045	0.95121	0.93069	0.96141	NA	0.97773	NA	NA	NA	0.94587
ENSG00000090104.12	NA	NA	NA	NA	NA	NA	NA	0.99679	NA	NA	NA	0.98585	NA	NA	0.99505	0.99574	NA	0.99537	NA	0.98871	NA	0.99785	NA	NA	NA	0.99656	NA	0.99584	0.99157	NA	0.92706	0.9888	NA	NA	0.99252
ENSG00000090382.7	0.975	0.97606	0.96459	0.90394	0.98826	NA	0.97045	0.98371	0.99368	0.91162	NA	NA	0.7782	0.96738	0.98186	NA	0.98303	0.9896	NA	0.90346	NA	0.92815	0.96809	0.9948	0.92784	0.96504	0.93373	0.98963	NA	0.98435	NA	0.97308	NA	NA	0.96717
ENSG00000090932.11	0.94559	0.97953	0.97684	0.98642	0.98035	NA	0.97865	0.98085	0.96552	0.94839	0.95401	0.96476	0.9519	0.92265	NA	0.98123	0.96462	0.95428	0.96238	0.97669	0.98512	NA	0.9607	0.97743	0.99146	0.94363	0.97919	0.98801	0.9539	0.96673	0.96362	0.99249	0.91407	NA	0.96784
ENSG00000090971.5	0.99227	NA	0.97555	0.98602	NA	NA	NA	NA	0.98324	0.98668	NA	0.99078	0.97525	0.99575	NA	NA	NA	NA	NA	0.98086	NA	0.9755	0.97733	NA	NA	NA	0.99404	0.99793	NA	0.98397	0.99604	NA	NA	NA	NA
ENSG00000091704.10	NA	0.9716	0.98332	0.98578	NA	NA	0.98562	NA	0.97489	0.95661	0.96729	0.95935	0.97419	NA	0.95372	NA	NA	NA	NA	0.9759	0.97727	0.98034	0.95725	NA	0.98718	0.97605	0.97472	0.96882	0.9865	0.96868	0.96774	NA	NA	NA	0.95651
ENSG00000092010.15	0.89869	0.92568	0.91261	0.91339	0.91824	0.94343	0.90434	0.88189	0.84187	0.91385	0.90649	0.88503	0.94095	0.87718	0.9081	0.0	0.93431	0.90681	0.90379	0.87178	0.88934	0.90027	0.89545	0.86731	0.89398	0.86177	0.89429	0.89216	0.92319	0.87835	0.87355	0.89956	0.89271	0.93168	0.92654
ENSG00000092850.12	0.96434	0.94239	0.9385	0.94472	0.96543	NA	0.9507	0.95892	0.96783	0.97198	0.96574	0.95065	0.93634	0.96777	0.95671	0.96588	NA	0.96587	0.95847	0.96036	0.94489	0.96088	0.91975	0.96678	0.96421	0.97909	0.96522	0.96508	0.95612	0.95703	0.93273	0.96344	NA	NA	0.9481
ENSG00000095596.12	0.96815	0.9729	0.96528	0.97312	0.93719	NA	0.9667	0.97296	NA	0.93014	0.94142	0.92205	0.97169	0.96744	NA	0.96166	NA	0.88933	0.95917	NA	0.92431	NA	NA	0.95833	NA	0.97603	0.94921	0.96174	0.94739	0.96443	0.94471	NA	NA	NA	NA
ENSG00000095739.11	NA	0.96857	0.97146	NA	NA	NA	0.98852	0.96923	NA	NA	NA	0.97998	NA	NA	0.9807	0.95059	0.96841	NA	0.96909	0.96128	NA	0.99252	NA	0.98444	0.97715	NA	NA	0.99876	NA	NA	0.99733	NA	0.97562	NA	NA
ENSG00000096384.20	0.99967	0.99774	0.9927	0.99822	0.99583	0.98871	0.99244	0.99946	0.98526	0.99771	0.98148	0.9979	0.98343	0.9913	0.99627	0.99847	0.99808	0.99746	0.99729	0.99894	0.9957	0.99222	0.99385	0.99847	0.99104	0.99491	1.0	0.99899	0.99279	1.0	0.99774	0.99642	0.99114	0.99461	0.9995
ENSG00000099377.14	0.9935	0.98868	0.98851	0.98827	0.99452	NA	0.98918	0.9789	0.98007	0.99384	0.99315	0.98455	0.99359	0.97961	0.99223	0.98698	NA	0.9927	0.96057	0.98811	0.96366	0.99095	0.98551	0.97982	0.98421	0.99597	0.97171	0.99544	0.97384	0.99039	0.98952	0.98848	NA	NA	0.98151
ENSG00000099624.8	NA	0.89245	0.87372	NA	NA	NA	0.84009	0.88923	0.89565	0.86377	NA	0.92257	NA	0.9095	NA	NA	NA	NA	NA	NA	0.92052	0.88244	0.92286	NA	0.88451	0.79967	0.92824	NA	0.93574	0.9359	NA	0.87663	0.88431	NA	NA
ENSG00000099849.15	0.97598	0.98442	0.97468	0.98701	0.97778	NA	0.96678	NA	NA	0.9731	0.98605	0.983	0.97732	0.98697	0.98549	0.97744	0.98627	0.98369	0.9656	0.98338	0.97763	NA	0.97152	0.99033	0.96415	0.97912	0.97477	0.98895	0.98176	0.0	NA	0.98246	0.9811	0.99108	0.98123
ENSG00000099860.9	0.91555	NA	0.95806	NA	0.97127	NA	NA	NA	0.87375	0.98459	NA	NA	NA	0.94864	NA	NA	NA	0.95222	NA	0.94142	0.92554	NA	0.94	0.94154	0.97181	NA	0.93501	NA	NA	0.96085	0.97038	0.97828	0.93874	0.98217	NA
ENSG00000100053.10	0.97105	0.91691	0.83251	0.90772	0.89633	0.91317	0.91055	0.94936	0.95109	0.94337	0.8865	0.8945	0.90133	0.89975	0.94583	0.90055	0.91245	0.87412	0.97464	0.95118	0.94556	0.88158	0.87385	0.92308	0.94149	0.91336	0.97733	0.93934	0.90101	0.93655	0.93927	0.92026	0.93051	0.90369	0.87783
ENSG00000100097.12	0.84511	0.81991	0.8766	0.65893	0.76526	NA	NA	0.81892	0.82051	0.91081	0.81785	0.79508	0.68463	0.7043	0.78165	0.73148	0.82677	0.80702	0.8979	0.76815	0.78873	0.85698	0.7931	0.78935	0.8391	0.80952	0.90233	0.88172	0.80665	0.80392	0.80882	0.79104	0.79037	NA	0.83828
ENSG00000100116.17	0.73654	0.86042	0.89186	0.87347	0.8464	NA	0.77917	0.88493	0.86935	0.80277	0.85242	0.80386	0.88502	0.89466	0.87005	0.82044	0.86346	0.76053	0.80623	0.8	0.85288	0.81507	0.78689	0.76826	0.73193	0.7266	0.80012	0.74012	0.90423	0.88889	0.74274	0.90087	0.74813	NA	0.84725
ENSG00000100216.6	0.98562	0.99195	0.97513	0.9362	0.99721	NA	0.98533	0.98976	1.0	0.99203	0.98841	0.98958	0.99746	0.98855	0.98611	0.0	0.98984	0.99168	0.99426	0.98472	0.99548	0.98825	0.98551	0.98668	0.93969	0.99538	0.99769	0.98781	0.98893	0.98301	0.99462	0.98347	0.99069	0.99075	0.95052
ENSG00000100253.13	0.99101	0.98665	0.99538	0.99162	0.99926	NA	0.98765	1.0	1.0	0.99907	0.99592	0.99537	0.99822	0.99901	0.99705	0.99659	0.9973	1.0	1.0	0.99151	0.99594	0.99331	0.99595	1.0	1.0	0.99922	0.98269	0.9964	0.98795	1.0	1.0	0.99331	0.99898	0.99391	0.98421
