Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000089220.5	333	160	43	68	347	na	141	256	18	71	71	63	730	75	415	24	55	379	157	55	456	272	31	51	0	93	951	198	186	na	28	423	123	75	211
ENSG00000089692.9	0	30	298	45	422	na	1231	1874	na	35	0	355	na	105	na	na	na	114	56	na	480	241	na	na	258	100	0	158	17	na	254	na	na	na	314
ENSG00000090104.12	na	na	na	na	na	na	na	336	na	na	na	162	na	na	118	na	299	198	na	128	na	26	na	na	na	na	na	86	246	na	60	na	na	na	91
ENSG00000090382.7	196	43	270	207	73	na	2	111	14	0	na	na	107	180	648	na	34	39	na	319	na	370	0	19	189	136	277	1	na	21	na	98	na	na	1
ENSG00000090932.11	217	48	0	102	58	na	118	292	na	17	na	112	346	0	na	na	0	84	26	114	150	na	74	239	31	332	0	85	1114	45	0	28	546	na	246
ENSG00000090971.5	143	na	15	na	na	na	na	na	na	0	na	0	na	36	na	na	96	na	na	0	na	na	na	na	na	na	10	0	na	na	0	na	na	na	na
ENSG00000091704.10	na	14	15	0	na	na	28	na	18	150	na	268	15	na	331	na	8	na	na	36	52	41	na	na	8	68	3	20	10	14	na	na	na	na	375
ENSG00000092010.15	200	na	3	13	50	19	165	na	13	na	63	83	1	1072	39	11	na	36	60	33	0	187	na	1	53	87	35	139	37	30	168	10	na	na	na
ENSG00000092850.12	240	157	na	60	260	na	18	32	24	58	156	35	560	54	30	94	93	2	22	214	1444	28	194	15	222	168	0	88	476	11	449	23	na	na	6
ENSG00000095596.12	45	16	na	29	2	na	45	31	na	90	129	197	146	225	na	16	180	21	150	na	224	na	na	0	na	72	3	3	308	na	17	na	na	na	na
ENSG00000095739.11	na	98	245	na	na	na	234	817	na	na	na	301	na	na	523	133	219	na	504	588	na	277	na	107	227	na	na	44	na	na	27	na	384	na	na
ENSG00000096384.20	58	16	130	0	203	0	565	25	173	43	0	110	741	587	261	na	0	100	143	0	0	459	0	4	321	223	na	62	454	na	102	0	389	281	24
ENSG00000099377.14	14	18	63	177	30	na	363	695	53	43	110	193	33	784	104	76	158	13	537	7	1085	113	107	68	10	27	365	51	242	29	43	136	na	na	566
ENSG00000099624.8	na	na	35	na	na	na	na	5	na	na	na	na	na	16	na	na	na	na	na	na	59	307	38	na	na	na	4	na	1	10	na	195	13	na	na
ENSG00000099849.15	228	na	58	26	54	na	342	na	na	20	96	65	199	66	5	11	11	55	232	16	125	na	13	26	190	21	337	87	186	18	na	121	2	25	36
ENSG00000099860.9	28	na	26	na	16	na	na	na	74	na	na	na	na	0	na	na	na	na	na	113	622	na	49	na	93	na	83	na	na	18	54	56	na	181	na
ENSG00000100053.10	304	31	529	473	6	743	0	0	83	7	445	918	441	0	499	23	253	587	29	562	572	1407	217	292	202	596	133	0	165	216	234	260	362	124	907
ENSG00000100097.12	na	0	226	83	13	na	na	0	na	na	na	3	na	na	395	27	35	119	18	160	44	28	17	101	0	404	na	na	na	33	8	34	na	na	na
ENSG00000100116.17	171	32	16	10	0	na	41	27	73	9	85	63	950	86	48	23	28	na	223	12	208	414	66	14	30	105	156	50	68	na	45	40	29	na	203
ENSG00000100216.6	19	3	6	21	0	na	17	14	16	0	281	355	2	15	21	0	244	0	0	574	10	1015	2	199	22	0	55	335	483	151	0	10	12	299	51
ENSG00000100253.13	442	110	68	185	268	na	621	0	26	21	54	595	75	80	144	18	47	0	0	369	179	361	12	11	17	189	746	52	800	20	37	133	165	162	626
ENSG00000100298.16	231	na	102	52	7	na	1	na	na	37	36	50	0	74	6	na	16	na	251	164	0	97	24	na	9	22	na	18	19	26	108	53	63	na	348
ENSG00000100941.9	170	40	44	10	24	234	16	8	39	2	35	50	95	3	108	80	46	37	176	470	159	3	35	60	na	na	373	0	na	0	27	6	136	0	32
ENSG00000100985.7	1734	189	459	758	1256	na	1931	2175	233	412	1005	959	1762	0	2336	345	291	589	1020	0	1527	2367	335	680	1012	1292	1285	0	1757	0	488	0	1016	na	1385
ENSG00000101162.4	0	148	337	1	654	na	7	1033	165	0	480	626	0	943	0	184	0	0	611	789	1078	1060	171	na	446	640	0	928	1001	118	0	426	na	na	0
ENSG00000101189.7	0	174	421	0	890	na	1073	2	177	292	0	850	0	1101	1303	0	460	0	713	923	1004	1613	231	316	629	1	1091	1151	1175	171	0	530	893	0	1031
ENSG00000101197.13	377	13	548	253	9	41	146	103	0	47	68	340	1280	993	0	244	103	110	260	427	725	394	119	85	22	35	86	106	658	188	133	441	503	792	349
ENSG00000101335.10	350	0	0	329	0	na	0	0	0	16	323	138	0	591	0	12	0	0	222	0	0	0	59	14	0	202	572	530	0	55	45	0	0	473	719
ENSG00000101405.3	0	0	0	0	0	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	na	0
ENSG00000101856.10	na	0	na	2	23	1	na	2	na	na	na	na	na	0	na	na	0	1	0	na	0	0	na	0	na	0	na	0	0	0	na	0	na	na	0
ENSG00000101888.12	353	61	6	296	10	na	644	302	0	na	205	263	660	0	808	1	67	91	0	130	132	7	72	134	5	238	0	252	987	137	8	0	317	0	28
ENSG00000101951.17	na	119	126	na	277	21	108	0	11	48	na	na	273	1121	189	4	na	29	483	160	na	43	na	120	189	na	154	na	132	0	40	107	35	216	na
ENSG00000102007.11	470	305	409	41	45	60	43	66	6	21	44	1004	1252	61	39	3	414	33	25	195	41	62	130	82	42	18	14	25	1	0	280	17	13	74	75
ENSG00000102145.16	1215	14	na	37	na	na	414	529	18	87	0	0	369	14	37	74	na	210	4	100	46	42	na	53	147	451	39	219	0	18	na	3	158	186	87
ENSG00000102239.5	0	0	0	0	0	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102265.12	103	na	23	0	221	na	na	169	17	24	na	181	14	48	84	175	na	na	179	109	702	138	na	0	239	na	44	282	150	na	105	na	na	17	0
ENSG00000102390.11	786	37	54	124	543	na	960	421	0	344	8	663	517	8	1471	143	225	1	566	810	718	144	71	0	466	753	103	961	2	197	534	169	327	na	472
ENSG00000102401.20	4	17	9	2	9	na	19	13	12	70	90	44	55	91	479	na	0	24	7	13	182	41	11	7	13	233	2	0	149	26	2	1	156	0	42
ENSG00000102409.10	0	0	0	na	0	na	2	0	0	0	0	na	na	na	na	0	0	na	0	na	na	0	0	na	0	na	0	na	0	13	0	na	na	na	0
ENSG00000102854.16	34	26	na	102	32	139	31	0	23	296	99	335	318	0	132	na	63	453	0	277	53	114	44	74	73	0	146	na	na	na	na	11	4	114	139
ENSG00000102890.16	236	21	57	54	na	0	343	112	7	27	81	484	398	137	198	23	33	30	245	20	326	143	na	30	0	438	62	72	370	na	69	0	153	180	171
ENSG00000102931.8	123	na	na	0	575	na	126	na	na	26	0	18	na	38	1050	14	na	114	444	0	na	212	52	na	53	185	4	90	na	85	203	490	na	na	880
ENSG00000102962.5	0	0	0	0	0	na	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102978.13	8	na	1	1	128	1	180	96	na	215	228	113	285	5	na	na	29	52	283	3	93	126	58	106	10	74	9	261	30	na	28	29	52	6	na
ENSG00000102981.10	6	27	16	108	na	na	316	na	na	2	14	na	na	4	na	na	na	17	45	51	38	na	na	na	0	na	na	na	5	na	na	84	18	na	232
ENSG00000103035.11	na	0	na	na	na	na	615	na	na	269	na	188	339	618	0	85	na	30	na	587	50	0	98	na	83	na	na	733	0	na	32	1	88	na	na
ENSG00000103152.12	na	71	30	12	na	na	290	194	29	152	na	0	159	178	146	na	na	na	685	na	1	na	21	na	na	509	696	na	na	na	123	26	29	na	76
ENSG00000103254.10	na	na	13	94	66	na	201	33	0	33	25	na	na	93	627	21	0	16	302	144	22	1380	na	na	14	na	0	na	31	22	30	18	127	na	62
ENSG00000103260.9	28	na	60	26	37	na	na	15	na	na	17	23	8	29	44	2	51	na	27	120	na	216	26	7	na	na	168	na	148	19	131	3	271	na	333
ENSG00000103269.14	252	133	202	3	147	na	668	1092	27	220	0	279	381	49	295	61	232	217	2	75	471	772	20	364	22	78	4	5	89	71	0	88	288	na	170
ENSG00000103507.14	55	na	na	na	na	16	22	131	na	23	91	na	184	92	na	24	41	na	184	50	na	15	14	18	na	27	0	512	470	na	67	39	9	na	1
ENSG00000104142.11	867	0	241	0	133	na	457	773	21	78	196	164	79	106	105	16	0	70	269	0	311	806	37	211	515	152	0	610	0	201	360	0	na	na	256
ENSG00000104472.10	na	na	na	35	na	na	27	na	na	na	na	na	na	57	na	na	na	2	17	9	0	na	0	na	0	na	na	na	35	15	na	15	0	0	na
ENSG00000104825.17	1	15	39	120	1	188	189	103	38	230	71	58	239	283	253	0	25	147	150	323	77	339	na	na	84	801	547	0	531	18	na	119	39	68	109
ENSG00000104863.12	0	22	7	0	56	30	0	72	4	na	4	0	170	181	2	19	na	97	22	224	19	na	19	21	na	4	0	21	0	12	49	3	22	1	na
ENSG00000104899.8	1307	3	na	21	26	na	449	558	4	5	435	12	1611	198	267	5	204	100	338	na	706	23	1	174	na	11	153	170	na	77	na	339	560	0	1455
ENSG00000104918.8	na	na	na	na	na	na	na	na	0	9	na	na	na	0	na	na	na	na	na	na	na	na	na	na	11	na	na	na	112	0	na	35	na	na	na
ENSG00000104938.18	36	16	81	88	1	na	30	272	190	na	9	165	102	32	157	na	2	74	16	159	162	233	na	2	112	42	0	na	3	0	125	27	136	na	na
ENSG00000104976.13	252	na	0	46	43	na	400	na	0	5	0	na	0	9	na	43	41	na	92	231	66	1195	0	45	17	103	21	na	na	na	4	na	29	55	56
ENSG00000104979.9	na	na	na	na	na	na	na	na	18	145	na	0	na	na	na	na	20	na	0	na	273	0	na	0	na	na	na	0	211	na	na	na	na	na	453
ENSG00000105137.13	282	21	na	na	271	na	302	180	53	154	109	128	0	159	152	26	124	253	875	0	na	66	108	0	109	59	398	38	455	10	0	429	502	na	120
ENSG00000105141.6	84	16	63	387	62	1381	43	14	69	136	10	524	70	51	98	168	5	0	113	0	50	759	16	164	24	53	209	1187	74	210	2	15	222	16	324
ENSG00000105146.14	8	na	na	0	1	1269	35	70	52	10	43	22	0	53	291	na	163	411	301	45	0	57	18	62	142	0	29	66	23	23	31	63	239	39	46
ENSG00000105185.12	47	na	33	na	3	na	1	na	32	59	0	10	128	215	55	na	16	na	14	362	11	43	39	36	na	na	98	na	na	32	12	85	124	48	na
ENSG00000105198.12	840	16	162	122	na	243	0	na	na	0	na	na	na	na	na	na	na	na	na	444	na	na	na	na	na	na	na	na	na	33	114	na	na	na	na
ENSG00000105246.6	na	123	8	na	na	na	0	na	na	26	na	na	na	506	0	na	219	0	446	260	0	0	na	448	0	562	na	920	na	0	na	na	na	761	na
ENSG00000105261.8	0	76	134	195	55	99	68	1547	9	47	291	21	1102	79	724	17	89	40	84	1110	61	1401	25	233	5	339	700	389	9	23	6	0	41	26	118
ENSG00000105369.10	0	105	269	194	265	449	0	382	na	258	0	104	1031	288	666	143	84	436	301	0	54	104	18	6	120	266	376	338	84	0	6	83	229	0	580
ENSG00000105371.10	na	42	na	na	0	na	0	0	na	na	0	na	na	1	na	na	na	250	0	na	4	0	125	na	na	0	1	na	322	na	49	0	na	na	336
ENSG00000105376.5	na	na	15	175	na	na	1101	202	22	na	na	na	317	na	0	na	na	41	0	na	na	na	22	na	100	148	na	708	na	na	na	29	na	na	na
ENSG00000105472.14	1202	112	0	9	146	na	254	749	na	9	429	322	1115	10	359	0	0	161	848	14	253	715	268	227	11	0	63	26	0	139	497	187	2	772	583
ENSG00000105519.18	na	30	233	204	135	472	na	118	na	na	na	na	na	169	na	na	117	na	na	34	417	99	na	28	na	226	na	10	155	na	na	123	225	38	36
ENSG00000105550.10	221	0	0	597	540	na	0	0	0	365	0	0	0	0	0	0	0	0	0	0	1115	1579	0	0	0	0	0	0	1461	0	0	214	0	na	0
ENSG00000105640.13	na	18	na	82	24	na	na	167	na	na	24	na	na	79	na	29	na	46	na	0	na	na	na	na	na	34	na	na	93	24	17	458	116	na	na
ENSG00000105672.15	88	52	6	103	195	0	586	0	na	46	77	362	148	195	122	167	na	18	421	51	10	408	51	na	457	na	160	74	na	163	184	53	155	427	495
ENSG00000105677.12	13	11	68	na	31	na	387	131	20	82	151	5	2	153	105	24	na	na	11	167	na	30	na	na	13	235	110	69	105	na	131	31	na	na	253
ENSG00000105697.9	767	na	na	na	na	na	299	na	28	na	na	244	na	na	na	na	na	na	na	192	na	na	na	105	na	na	na	na	0	na	na	23	0	na	na
ENSG00000105711.14	146	na	112	na	46	223	8	39	na	na	na	0	29	23	184	na	na	86	60	4	120	4	na	203	25	na	143	21	na	na	21	0	8	na	41
ENSG00000106038.13	na	na	7	na	na	42	77	na	na	6	na	26	62	0	na	na	na	0	na	0	na	201	na	11	0	0	0	11	na	46	na	20	195	0	na
ENSG00000106268.16	58	24	na	21	209	na	100	na	28	na	109	4	2	35	17	0	42	100	294	14	133	14	1	na	32	108	33	281	86	1	22	na	na	29	173
ENSG00000106330.12	362	36	203	11	2	na	299	730	0	63	203	277	401	12	6	0	206	0	10	13	0	175	21	325	na	33	238	78	915	61	37	49	na	na	37
ENSG00000106333.13	na	21	na	14	na	na	89	na	27	na	22	na	139	0	41	na	33	na	27	na	na	na	na	na	na	na	43	na	3	75	32	na	na	na	75
ENSG00000106367.15	128	207	75	152	162	33	27	992	na	na	12	na	na	na	20	64	22	0	478	106	101	295	na	27	23	na	524	53	253	0	23	na	0	0	894
ENSG00000106400.12	4	na	48	28	0	na	1	146	na	17	82	0	256	25	0	na	317	113	2	20	263	104	36	285	0	2	83	45	31	35	24	106	26	116	0
ENSG00000106560.11	na	22	na	45	35	na	39	na	na	35	na	88	52	na	na	na	na	na	na	na	na	115	na	na	na	35	na	na	na	na	48	na	na	na	na
ENSG00000106803.10	na	na	0	167	na	na	na	543	1	0	0	na	90	na	234	53	277	9	na	0	46	263	99	na	184	na	66	84	na	na	na	na	362	na	na
ENSG00000107140.17	121	na	34	90	277	na	1	51	20	3	24	10	35	2	498	11	7	7	358	21	24	491	41	18	252	16	56	656	78	10	36	137	16	na	12
ENSG00000107159.14	531	62	na	na	na	0	0	313	19	na	na	322	71	na	na	na	0	na	na	0	0	na	80	10	43	na	231	384	240	48	24	0	102	1088	na
ENSG00000107175.12	603	71	287	0	584	506	365	194	57	192	290	520	452	0	862	256	0	138	253	959	0	109	53	562	487	200	860	1129	434	0	305	234	0	0	1106
ENSG00000107185.10	926	143	0	78	724	na	109	0	na	328	2	0	367	652	234	148	59	0	535	619	138	673	226	5	359	844	22	173	679	160	0	6	280	na	1110
ENSG00000107317.13	na	na	na	na	na	na	na	na	na	na	na	na	na	13	na	na	237	na	na	0	41	na	12	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000107807.13	na	0	27	na	na	na	na	na	na	na	0	na	0	na	na	0	na	na	25	56	55	0	na	na	na	na	na	na	1	na	12	na	na	na	na
ENSG00000107815.10	101	18	16	22	22	na	727	31	11	21	247	96	708	na	89	13	na	na	124	274	288	24	117	94	29	93	399	124	73	105	na	250	45	na	na
ENSG00000107821.15	343	39	na	na	39	151	na	0	na	na	na	na	280	na	na	na	126	na	na	169	126	na	0	na	na	na	135	na	na	na	na	57	174	30	na
ENSG00000107872.14	207	12	50	0	27	na	na	64	19	na	3	na	16	na	42	71	97	226	na	54	4	216	43	28	179	60	0	na	510	83	0	175	na	237	23
ENSG00000107984.10	na	56	na	na	83	na	677	0	29	na	15	157	0	na	na	33	na	na	0	245	na	305	10	na	na	41	14	93	27	15	0	378	202	15	516
ENSG00000108179.14	395	127	2	14	33	na	162	na	53	0	35	na	21	860	23	12	0	93	142	518	17	0	11	18	111	28	32	224	90	64	4	52	19	171	1044
ENSG00000108255.8	0	44	292	8	0	492	43	0	na	397	230	0	1039	1027	0	77	163	0	946	720	388	629	10	77	753	320	1037	927	16	109	171	74	696	172	340
ENSG00000108342.13	206	na	38	32	110	na	15	67	na	11	na	na	22	60	8	na	12	11	35	77	na	126	na	13	108	52	78	35	108	na	16	39	17	na	17
ENSG00000108688.11	0	na	0	62	0	na	144	74	0	28	0	174	na	0	89	0	17	na	0	82	6	0	na	94	na	na	na	31	508	0	73	0	na	237	na
ENSG00000108691.10	na	na	96	na	na	na	77	na	na	59	na	na	na	na	453	72	na	na	282	74	na	na	na	na	271	371	117	na	na	na	44	na	94	na	na
ENSG00000108700.5	1	0	0	0	0	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2
ENSG00000108784.10	311	43	na	326	106	na	369	na	na	36	na	63	328	57	66	33	na	na	na	na	na	813	na	69	237	na	701	166	na	na	180	0	na	117	255
ENSG00000108813.12	na	22	na	0	0	na	na	na	na	na	0	na	na	0	58	na	0	na	na	na	na	na	0	0	na	0	na	84	na	na	0	0	na	279	58
ENSG00000108830.11	422	60	43	102	63	na	na	na	na	117	0	na	360	633	220	51	na	0	325	na	421	305	35	207	0	335	431	387	949	0	14	0	46	448	na
ENSG00000108947.5	1387	272	570	445	1231	na	1670	1087	0	0	647	1138	1437	0	0	194	602	632	882	1076	1671	2057	326	573	0	1093	1116	0	0	261	566	880	787	1110	0
ENSG00000108961.14	117	na	7	na	na	na	na	272	10	na	na	na	12	1	na	13	1	37	2	74	56	97	21	na	24	0	98	na	9	na	8	3	2	3	5
